# Auto Generated by Eyderoe
# 2025-06-13 1024Z
# ZSPD 2506



[airspace]

radius = 60
zoom = 7.0
elevation = 12
floor = 1500
descendaltitude = 15000
ceiling = 17000
above = 20000
speedrestriction = 15, 220, 10000, 250
localizerspeed = 8, 180
diversionaltitude = 17000
ta = 11800
usa = true
metric = false
letters = 2
separation = 3
automatic = false
name = approach, departure
center = N31.145000, E121.793333
magneticvar = -6.0

beacons =
	PUD, N31.171667, E121.783333, 0, Pudong
	SASAN
	SURAK

entrypoints =
	208, AND
	197, BK
	077, DUMET
	056, MATNU
	289, SASAN



[departure1]

runway = rwy1

route1 =
	ADB82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW16L.ADB82D) DE16L, PD311, PD312, PD313, PD314, PD315, HSH, SS200, SS303, LURMA, ADBAS

route2 =
	ADB84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW16L.ADB84D) DE16L, PD311, PD302, PD303, SS303, LURMA, ADBAS

route3 =
	HSN82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW16L.HSN82D) DE16L, PD311, PD312, NINAS, PONAB, HSN

route4 =
	LAM82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW16L.LAM82D) DE16L, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, LAMEN

route5 =
	LAM84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW16L.LAM84D) DE16L, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	MIG82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW16L.MIG82D) DE16L, PD311, PD312, NINAS, LASAN, BOLEX, MIGOL

route7 =
	NXD82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW16L.NXD82D) DE16L, PD311, PD312, PD313, PD314, PD315, HSH, SS200, SS303, NXD

route8 =
	NXD84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW16L.NXD84D) DE16L, PD311, PD302, PD303, SS303, NXD

route9 =
	ODU82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.503056, E122.118611
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW16L.ODU82D) DE16L, PD311, PD312, PD313, PD314, PD315, PD316, ALDAP, IBEGI, ODULO

route10 =
	ODU84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW16L.ODU84D) DE16L, PD311, PD312, PD313, PD314, PD315, UDOXI, ODULO

route11 =
	PIK82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW16L.PIK82D) DE16L, PD311, PD312, PD313, PD314, PD315, HSH, SS200, POMOK, SS320, PIKAS

route12 =
	PIK84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW16L.PIK84D) DE16L, PD311, PD312, PD313, PD314, PD315, HSH, NTG, PIKAS

route13 =
	PIK86D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW16L.PIK86D) DE16L, PD311, PD302, PD303, SS303, SS304, SS305, EKIMU, POMOK, SS320, PIKAS

route14 =
	SAS82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW16L.SAS82D) DE16L, PD311, PD312, PD313, PD314, PD315, HSH, SS200, EKIMU, SASAN

route15 =
	SAS84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW16L.SAS84D) DE16L, PD311, PD302, PD303, SS303, SS304, SS305, EKIMU, SASAN

route16 =
	SUR82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW16L.SUR82D) DE16L, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure2]

runway = rwy2

route1 =
	ADB82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW16R.ADB82D) DE16R, PD311, PD312, PD313, PD314, PD315, HSH, SS200, SS303, LURMA, ADBAS

route2 =
	ADB84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW16R.ADB84D) DE16R, PD311, PD302, PD303, SS303, LURMA, ADBAS

route3 =
	HSN82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW16R.HSN82D) DE16R, PD311, PD312, NINAS, PONAB, HSN

route4 =
	LAM82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW16R.LAM82D) DE16R, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, LAMEN

route5 =
	LAM84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW16R.LAM84D) DE16R, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	MIG82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW16R.MIG82D) DE16R, PD311, PD312, NINAS, LASAN, BOLEX, MIGOL

route7 =
	NXD82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW16R.NXD82D) DE16R, PD311, PD312, PD313, PD314, PD315, HSH, SS200, SS303, NXD

route8 =
	NXD84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW16R.NXD84D) DE16R, PD311, PD302, PD303, SS303, NXD

route9 =
	ODU82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.503056, E122.118611
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW16R.ODU82D) DE16R, PD311, PD312, PD313, PD314, PD315, PD316, ALDAP, IBEGI, ODULO

route10 =
	ODU84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW16R.ODU84D) DE16R, PD311, PD312, PD313, PD314, PD315, UDOXI, ODULO

route11 =
	PIK82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW16R.PIK82D) DE16R, PD311, PD312, PD313, PD314, PD315, HSH, SS200, POMOK, SS320, PIKAS

route12 =
	PIK84D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW16R.PIK84D) DE16R, PD311, PD312, PD313, PD314, PD315, HSH, NTG, PIKAS

route13 =
	PIK86D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW16R.PIK86D) DE16R, PD311, PD302, PD303, SS303, SS304, SS305, EKIMU, POMOK, SS320, PIKAS

route14 =
	SAS82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N31.285000, E121.331667
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW16R.SAS82D) DE16R, PD311, PD312, PD313, PD314, PD315, HSH, SS200, EKIMU, SASAN

route15 =
	SAS84D
	N31.012500, E121.906667
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW16R.SAS84D) DE16R, PD311, PD302, PD303, SS303, SS304, SS305, EKIMU, SASAN

route16 =
	SUR82D
	N31.012500, E121.906667
	N30.929167, E121.995000
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW16R.SUR82D) DE16R, PD311, PD312, NINAS, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure3]

runway = rwy3

route1 =
	ADB81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW17L.ADB81D) DE17L, PD301, PD302, PD303, SS303, LURMA, ADBAS

route2 =
	AND81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.570556, E121.775000
	N30.256667, E121.221667
# (RW17L.AND81D) DE17L, PD301, XSY, PD024, PD208, AND

route3 =
	HSN81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW17L.HSN81D) DE17L, PD301, XSY, PD024, PD305, PONAB, HSN

route4 =
	LAM81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW17L.LAM81D) DE17L, PD301, XSY, PD024, PD305, LASAN, BOLEX, TONIX, LAMEN

route5 =
	MIG81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW17L.MIG81D) DE17L, PD301, XSY, PD024, PD305, LASAN, BOLEX, MIGOL

route6 =
	NXD81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW17L.NXD81D) DE17L, PD301, PD302, PD303, SS303, NXD

route7 =
	ODU81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.503056, E122.118611
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW17L.ODU81D) DE17L, PD301, XSY, PD024, PD304, PD313, PD314, PD315, PD316, ALDAP, IBEGI, ODULO

route8 =
	ODU83D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW17L.ODU83D) DE17L, PD301, XSY, PD024, PD304, PD313, PD314, PD315, UDOXI, ODULO

route9 =
	PIK81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW17L.PIK81D) DE17L, PD301, PD302, PD303, SS303, SS304, SS305, EKIMU, POMOK, SS320, PIKAS

route10 =
	PIK83D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW17L.PIK83D) DE17L, PD301, XSY, PD024, PD304, PD313, PD314, PD315, HSH, NTG, PIKAS

route11 =
	SAS81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW17L.SAS81D) DE17L, PD301, PD302, PD303, SS303, SS304, SS305, EKIMU, SASAN

route12 =
	SUR81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW17L.SUR81D) DE17L, PD301, XSY, PD024, PD305, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure4]

runway = rwy4

route1 =
	ADB81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW17R.ADB81D) DE17R, PD301, PD302, PD303, SS303, LURMA, ADBAS

route2 =
	AND81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.570556, E121.775000
	N30.256667, E121.221667
# (RW17R.AND81D) DE17R, PD301, XSY, PD024, PD208, AND

route3 =
	HSN81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW17R.HSN81D) DE17R, PD301, XSY, PD024, PD305, PONAB, HSN

route4 =
	LAM81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW17R.LAM81D) DE17R, PD301, XSY, PD024, PD305, LASAN, BOLEX, TONIX, LAMEN

route5 =
	MIG81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW17R.MIG81D) DE17R, PD301, XSY, PD024, PD305, LASAN, BOLEX, MIGOL

route6 =
	NXD81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW17R.NXD81D) DE17R, PD301, PD302, PD303, SS303, NXD

route7 =
	ODU81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.503056, E122.118611
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW17R.ODU81D) DE17R, PD301, XSY, PD024, PD304, PD313, PD314, PD315, PD316, ALDAP, IBEGI, ODULO

route8 =
	ODU83D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW17R.ODU83D) DE17R, PD301, XSY, PD024, PD304, PD313, PD314, PD315, UDOXI, ODULO

route9 =
	PIK81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
# (RW17R.PIK81D) DE17R, PD301, PD302, PD303, SS303, SS304, SS305, EKIMU, POMOK, SS320, PIKAS

route10 =
	PIK83D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.865833, E122.165833
	N30.966389, E122.128333
	N31.037222, E122.101944
	N31.389722, E121.970278
	N31.368333, E121.846667
	N32.098292, E120.979353
	N32.166667, E120.733333
# (RW17R.PIK83D) DE17R, PD301, XSY, PD024, PD304, PD313, PD314, PD315, HSH, NTG, PIKAS

route11 =
	SAS81D
	N30.995556, E121.843333
	N30.961389, E121.719167
	N31.006667, E121.473611
	N31.070278, E121.125833
	N31.156667, E121.121111
	N31.279444, E121.114167
	N31.351667, E121.110000
	N31.589444, E120.319444
# (RW17R.SAS81D) DE17R, PD301, PD302, PD303, SS303, SS304, SS305, EKIMU, SASAN

route12 =
	SUR81D
	N30.995556, E121.843333
	N30.931667, E121.873333
	N30.798056, E121.922500
	N30.899444, E122.287222
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.500000, E123.500000
	N31.773333, E123.491667
# (RW17R.SUR81D) DE17R, PD301, XSY, PD024, PD305, LASAN, BOLEX, TONIX, AKARA, SURAK



[departure5]

runway = rwy2, rev

route1 =
	ADB92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW34L.ADB92D) DE34L, HSH, PD315, PD510, PD511, PD512, SS303, LURMA, ADBAS

route2 =
	ADB94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.975000, E120.748611
	N30.343333, E120.267222
# (RW34L.ADB94D) DE34L, HSH, PD504, SS200, SS521, SS303, LURMA, ADBAS

route3 =
	HSN92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N30.587778, E122.401111
	N29.931667, E122.363333
# (RW34L.HSN92D) DE34L, HSH, PD315, PD510, NINAS, PONAB, HSN

route4 =
	LAM92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW34L.LAM92D) DE34L, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route5 =
	LAM94D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N31.332222, E123.543889
	N31.610000, E124.000000
# (RW34L.LAM94D) DE34L, HSH, PD315, PD510, NINAS, LASAN, BOLEX, TONIX, LAMEN

route6 =
	LAM96D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.660000, E122.633333
	N31.678611, E122.775000
	N31.773333, E123.491667
	N31.610000, E124.000000
# (RW34L.LAM96D) DE34L, HSH, PD508, ALDAP, MATNU, EMSAN, SURAK, LAMEN

route7 =
	MIG92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.000000, E122.250000
	N31.000000, E122.424444
	N31.000000, E123.000000
	N30.762778, E123.694167
# (RW34L.MIG92D) DE34L, HSH, PD315, PD510, NINAS, LASAN, BOLEX, MIGOL

route8 =
	NXD92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW34L.NXD92D) DE34L, HSH, PD315, PD510, PD511, PD512, SS303, NXD

route9 =
	NXD94D
	N31.368333, E121.846667
	N31.330556, E121.607222
	N31.285000, E121.331667
	N31.140000, E121.192500
	N31.070278, E121.125833
	N30.896667, E120.430000
# (RW34L.NXD94D) DE34L, HSH, PD504, SS200, SS521, SS303, NXD

route10 =
	ODU92D
	N31.368333, E121.846667
	N31.450000, E122.007222
	N31.625278, E122.370556
	N31.823611, E122.275833
	N33.252500, E121.620556
# (RW34L.ODU92D) DE34L, HSH, PD508, ALDAP, IBEGI, ODULO

route11 =
	ODU94D
	N31.368333, E121.846667
	N31.876944, E121.785000
	N33.252500, E121.620556
# (RW34L.ODU94D) DE34L, HSH, UDOXI, ODULO

route12 =
	PIK92D
	N31.368333, E121.846667
	N31.389722, E121.970278
	N31.138056, E122.064167
	N31.077778, E121.847222
	N30.993333, E121.546389
	N31.070278, E121.125833
	N31.215000, E121.117778
	N31.351667, E121.110000
	N31.450000, E121.116667
	N31.950000, E120.850000
	N32.166667, E120.733333
