# Auto Generated by Eyderoe
# 2025-05-25 0821Z
# ROAH 2505



[airspace]

radius = 60
zoom = 7.0
elevation = 11
floor = 1500
descendaltitude = 15000
ceiling = 17000
above = 20000
speedrestriction = 15, 220, 10000, 250
localizerspeed = 8, 180
diversionaltitude = 17000
ta = 14000
usa = true
metric = false
letters = 2
separation = 3
automatic = false
name = approach, departure
center = N26.193333, E127.639722
magneticvar = -5.0

beacons =
	NHC, N26.208531, E127.642867, 0, Naha
	N26.643479, E126.252952
	N26.643523, E126.252983
	N26.717898, E126.318611
	N26.717930, E126.318645
	N29.135086, E129.036613
	N29.135089, E129.036617
	N29.237139, E129.205504
	N29.308282, E129.394195
	N29.308283, E129.394199
	N29.345733, E129.595336
	N29.348018, E129.801036
	N29.348018, E129.801039
	N29.315049, E130.003217
	N29.248120, E130.193942
	N29.248119, E130.193944
	N29.149856, E130.365772
	N29.024100, E130.512047
	N29.024099, E130.512048
	N28.875754, E130.627170
	N28.710580, E130.706814
	N28.534959, E130.748076
	N28.355856, E130.746961
	N28.025000, E130.512500
	N25.623247, E128.544361
	N25.524321, E128.453361
	N25.451606, E128.368917
	N25.435688, E128.347868
	N25.360080, E128.230672
	N25.321066, E128.154627
	N25.298748, E128.103738
	N25.252710, E127.969178
	N25.238603, E127.913041
	N25.222726, E127.829226
	N25.209293, E127.686196



[airport1]

name = NAHA AIRPORT, Naha Airport
code = ROAH

runways =
	rwy1, 18L, N26.209342, E127.645233, 178, 9843, 0, 0, 11
	rwy2, 18R, N26.203056, E127.632400, 178, 8858, 0, 0, 16

sids =
	GANJU
	OKUMA
	AMAMI
	DORIS
	CHERY
	ADDAN
	CHAMP

entrypoints =
	009, GUPTI
	274, ENTOK
	037, OKUMA
	016, IHEYA
	225, VELNO



[departure1]

runway = rwy1

route1 =
	DORIS2
	N26.129417, E127.648972
	N25.962189, E127.590811
	N26.075142, E126.698142
# (RW18L) H8L00, VIGER, DORIS

route2 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
# (RW18L) KYANN, AH801, ESKOB, ADDAN, CHERY

route3 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
# (RW18L) KYANN, AH801, ESKOB, ADDAN

route4 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
	N28.443669, E129.584067
# (RW18L) KYANN, AH801, ESKOB, ADDAN, CHERY, AMAMI

route5 =
	GANJU2
	N26.129417, E127.648972
	N25.962189, E127.590811
	N25.811511, E127.385867
	N25.872208, E126.723325
# (RW18L) H8L00, VIGER, KARII, GANJU



[departure2]

runway = rwy1, rev

route1 =
	DORIS2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.125742, E127.170325
	N26.075142, E126.698142
# (RW36R) H6R00, KIZNA, GELMA, TINTO, DORIS

route2 =
	ESKOB3
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
# (RW36R) H6R00, KIZNA, GELMA, OLVAL, ESKOB, ADDAN, CHERY

route3 =
	ESKOB3
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
# (RW36R) H6R00, KIZNA, GELMA, OLVAL, ESKOB, ADDAN

route4 =
	ESKOB3
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
	N28.443669, E129.584067
# (RW36R) H6R00, KIZNA, GELMA, OLVAL, ESKOB, ADDAN, CHERY, AMAMI

route5 =
	GANJU2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.125742, E127.170325
	N25.872208, E126.723325
# (RW36R) H6R00, KIZNA, GELMA, TINTO, GANJU

route6 =
	KIZNA2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.847136, E127.371264
	N27.209931, E127.712717
	N27.918636, E128.534736
	N28.443669, E129.584067
# (RW36R) H6R00, KIZNA, SCUBA, TESLA, CHAMP, AMAMI

route7 =
	KIZNA2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N27.195464, E127.844339
	N27.464586, E128.155231
	N28.443669, E129.584067
# (RW36R) H6R00, KIZNA, VOLVO, YUGAF, AMAMI

route8 =
	KIZNA2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.671383, E128.038647
# (RW36R) H6R00, KIZNA, OKUMA

route9 =
	KIZNA2
	N26.248686, E127.643386
	N26.436894, E127.528253
	N26.847136, E127.371264
	N27.209931, E127.712717
	N27.918636, E128.534736
# (RW36R) H6R00, KIZNA, SCUBA, TESLA, CHAMP



[departure3]

runway = rwy2

route1 =
	DORIS2
	N25.962189, E127.590811
	N26.075142, E126.698142
# (RW18R) VIGER, DORIS

route2 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
# (RW18R) KYANN, AH801, ESKOB, ADDAN, CHERY

route3 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
# (RW18R) KYANN, AH801, ESKOB, ADDAN

route4 =
	ESKOB3
	N26.008261, E127.654653
	N26.011556, E127.741556
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
	N28.443669, E129.584067
# (RW18R) KYANN, AH801, ESKOB, ADDAN, CHERY, AMAMI

route5 =
	GANJU2
	N25.962189, E127.590811
	N25.811511, E127.385867
	N25.872208, E126.723325
# (RW18R) VIGER, KARII, GANJU



[departure4]

runway = rwy2, rev

route1 =
	DORIS2
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.125742, E127.170325
	N26.075142, E126.698142
# (RW36L) KIZNA, GELMA, TINTO, DORIS

route2 =
	ESKOB3
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
# (RW36L) KIZNA, GELMA, OLVAL, ESKOB, ADDAN, CHERY

route3 =
	ESKOB3
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
# (RW36L) KIZNA, GELMA, OLVAL, ESKOB, ADDAN

route4 =
	ESKOB3
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.069722, E127.411472
	N26.169308, E127.957678
	N26.686111, E128.308178
	N26.932322, E128.655022
	N28.443669, E129.584067
# (RW36L) KIZNA, GELMA, OLVAL, ESKOB, ADDAN, CHERY, AMAMI

route5 =
	GANJU2
	N26.436894, E127.528253
	N26.343847, E127.408672
	N26.125742, E127.170325
	N25.872208, E126.723325
# (RW36L) KIZNA, GELMA, TINTO, GANJU

route6 =
	KIZNA2
	N26.436894, E127.528253
	N26.847136, E127.371264
	N27.209931, E127.712717
	N27.918636, E128.534736
	N28.443669, E129.584067
# (RW36L) KIZNA, SCUBA, TESLA, CHAMP, AMAMI

route7 =
	KIZNA2
	N26.436894, E127.528253
	N27.195464, E127.844339
	N27.464586, E128.155231
	N28.443669, E129.584067
# (RW36L) KIZNA, VOLVO, YUGAF, AMAMI

route8 =
	KIZNA2
	N26.436894, E127.528253
	N26.671383, E128.038647
# (RW36L) KIZNA, OKUMA

route9 =
	KIZNA2
	N26.436894, E127.528253
	N26.847136, E127.371264
	N27.209931, E127.712717
	N27.918636, E128.534736
# (RW36L) KIZNA, SCUBA, TESLA, CHAMP



[approach1]

runway = rwy1
beacon = ENTOK

route1 =
	088, ENTOKN
	N26.320650, E124.998286
	N26.338367, E126.842356
	N26.338889, E127.533142
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (RW18L) ENTOK, YEEZY, THETA
# (R18L.THETA) THETA, RYCOM, KAMJI



[approach2]

runway = rwy1
beacon = GUPTI

route1 =
	186, GUPTIN
	N29.023458, E128.155186
	N27.011172, E127.902728
	N26.497772, E127.611542
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (RW18L) GUPTI, IHEYA, KUKUL
# (R18L.KUKUL) KUKUL, RYCOM, KAMJI



[approach3]

runway = rwy1
beacon = IHEYA

route1 =
	206, IHEYAN
	N27.011172, E127.902728
	N26.675556, E127.712053
	N26.497772, E127.611542
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (RW18L) IHEYA, FOCUS, KUKUL
# (R18L.KUKUL) KUKUL, RYCOM, KAMJI



[approach4]

runway = rwy1
beacon = OKUMA

route1 =
	245, RESORN
	N26.671383, E128.038647
	N26.553483, E127.748117
	N26.497772, E127.611542
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (RW18L) OKUMA, CLIFF, KUKUL
# (R18L.KUKUL) KUKUL, RYCOM, KAMJI



[approach5]

runway = rwy1
beacon = VELNO

route1 =
	024, VELNON
	N25.896467, E127.309389
	N26.338889, E127.533142
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (RW18L) VELNO, THETA
# (R18L.THETA) THETA, RYCOM, KAMJI



[approach6]

runway = rwy1, rev
beacon = ENTOK

route1 =
	098, ENTOKS
	N26.320650, E124.998286
	N25.962189, E127.590811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (RW36R) ENTOK, VIGER
# (R36R.VIGER) VIGER, NAMIE, ISIJI, H6R50



[approach7]

runway = rwy1, rev
beacon = GUPTI

route1 =
	186, GUPTIS
	N29.023458, E128.155186
	N27.011172, E127.902728
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (RW36R) GUPTI, IHEYA, HASSA, SEIFA
# (R36R.SEIFA) SEIFA, NAMIE, ISIJI, H6R50



[approach8]

runway = rwy1, rev
beacon = IHEYA

route1 =
	178, IHEYAS
	N27.011172, E127.902728
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (RW36R) IHEYA, HASSA, SEIFA
# (R36R.SEIFA) SEIFA, NAMIE, ISIJI, H6R50



[approach9]

runway = rwy1, rev
beacon = OKUMA

route1 =
	200, RESORS
	N26.671383, E128.038647
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (RW36R) OKUMA, HASSA, SEIFA
# (R36R.SEIFA) SEIFA, NAMIE, ISIJI, H6R50



[approach10]

runway = rwy1, rev
beacon = VELNO

route1 =
	075, VELNOS
	N25.896467, E127.309389
	N25.962189, E127.590811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (RW36R) VELNO, VIGER
# (R36R.VIGER) VIGER, NAMIE, ISIJI, H6R50



[approach11]

runway = rwy2
beacon = ENTOK

route1 =
	088, ENTOKN
	N26.320650, E124.998286
	N26.338367, E126.842356
	N26.338889, E127.533142
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (RW18R) ENTOK, YEEZY, THETA
# (R18R.THETA) THETA, JOINT, FEVER



[approach12]

runway = rwy2
beacon = GUPTI

route1 =
	186, GUPTIN
	N29.023458, E128.155186
	N27.011172, E127.902728
	N26.497772, E127.611542
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (RW18R) GUPTI, IHEYA, KUKUL
# (R18R.KUKUL) KUKUL, JOINT, FEVER



[approach13]

runway = rwy2
beacon = IHEYA

route1 =
	206, IHEYAN
	N27.011172, E127.902728
	N26.675556, E127.712053
	N26.497772, E127.611542
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (RW18R) IHEYA, FOCUS, KUKUL
# (R18R.KUKUL) KUKUL, JOINT, FEVER



[approach14]

runway = rwy2
beacon = OKUMA

route1 =
	245, RESORN
	N26.671383, E128.038647
	N26.553483, E127.748117
	N26.497772, E127.611542
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (RW18R) OKUMA, CLIFF, KUKUL
# (R18R.KUKUL) KUKUL, JOINT, FEVER



[approach15]

runway = rwy2
beacon = VELNO

route1 =
	024, VELNON
	N25.896467, E127.309389
	N26.338889, E127.533142
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (RW18R) VELNO, THETA
# (R18R.THETA) THETA, JOINT, FEVER



[approach16]

runway = rwy2, rev
beacon = ENTOK

route1 =
	098, ENTOKS
	N26.320650, E124.998286
	N25.962189, E127.590811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (RW36L) ENTOK, VIGER
# (R36L.VIGER) VIGER, BLISS, KICKS



[approach17]

runway = rwy2, rev
beacon = GUPTI

route1 =
	186, GUPTIS
	N29.023458, E128.155186
	N27.011172, E127.902728
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (RW36L) GUPTI, IHEYA, HASSA, SEIFA
# (R36L.SEIFA) SEIFA, BLISS, KICKS



[approach18]

runway = rwy2, rev
beacon = IHEYA

route1 =
	178, IHEYAS
	N27.011172, E127.902728
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (RW36L) IHEYA, HASSA, SEIFA
# (R36L.SEIFA) SEIFA, BLISS, KICKS



[approach19]

runway = rwy2, rev
beacon = OKUMA

route1 =
	200, RESORS
	N26.671383, E128.038647
	N26.392811, E127.921100
	N26.051078, E127.746811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (RW36L) OKUMA, HASSA, SEIFA
# (R36L.SEIFA) SEIFA, BLISS, KICKS



[approach20]

runway = rwy2, rev
beacon = VELNO

route1 =
	075, VELNOS
	N25.896467, E127.309389
	N25.962189, E127.590811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (RW36L) VELNO, VIGER
# (R36L.VIGER) VIGER, BLISS, KICKS



[approach21]

runway = rwy1
beacon = KUKUL

route1 =
	170, KUKUL
	N26.497772, E127.611542
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (rwy1) KUKUL, RYCOM, KAMJI



[approach22]

runway = rwy1
beacon = RYCOM

route1 =
	177, RYCOM
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (rwy1) RYCOM, KAMJI



[approach23]

runway = rwy1
beacon = THETA

route1 =
	087, THETA
	N26.338889, E127.533142
	N26.342972, E127.638950
	N26.269122, E127.642425
	4, 1284, 210
# (rwy1) THETA, RYCOM, KAMJI



[approach24]

runway = rwy1, rev
beacon = NAMIE

route1 =
	357, NAMIE
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (rwy1, rev) NAMIE, ISIJI, H6R50



[approach25]

runway = rwy1, rev
beacon = SEIFA

route1 =
	267, SEIFA
	N26.051078, E127.746811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (rwy1, rev) SEIFA, NAMIE, ISIJI, H6R50



[approach26]

runway = rwy1, rev
beacon = UTAKI

route1 =
	086, UTAKI
	N26.042542, E127.547325
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (rwy1, rev) UTAKI, NAMIE, ISIJI, H6R50



[approach27]

runway = rwy1, rev
beacon = VIGER

route1 =
	033, VIGER
	N25.962189, E127.590811
	N26.047653, E127.652811
	N26.117578, E127.649536
	N26.142675, E127.648361
	2, 645, 210
# (rwy1, rev) VIGER, NAMIE, ISIJI, H6R50



[approach28]

runway = rwy2
beacon = JOINT

route1 =
	177, JOINT
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (rwy2) JOINT, FEVER



[approach29]

runway = rwy2
beacon = KUKUL

route1 =
	175, KUKUL
	N26.497772, E127.611542
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (rwy2) KUKUL, JOINT, FEVER



[approach30]

runway = rwy2
beacon = THETA

route1 =
	087, THETA
	N26.338889, E127.533142
	N26.342469, E127.625833
	N26.262422, E127.629608
	4, 1289, 210
# (rwy2) THETA, JOINT, FEVER



[approach31]

runway = rwy2, rev
beacon = BLISS

route1 =
	357, BLISS
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (rwy2, rev) BLISS, KICKS



[approach32]

runway = rwy2, rev
beacon = SEIFA

route1 =
	267, SEIFA
	N26.051078, E127.746811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (rwy2, rev) SEIFA, BLISS, KICKS



[approach33]

runway = rwy2, rev
beacon = UTAKI

route1 =
	086, UTAKI
	N26.042542, E127.547325
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (rwy2, rev) UTAKI, BLISS, KICKS



[approach34]

runway = rwy2, rev
beacon = VIGER

route1 =
	027, VIGER
	N25.962189, E127.590811
	N26.047022, E127.639733
	N26.114097, E127.636586
	4, 1287, 210
# (rwy2, rev) VIGER, BLISS, KICKS
